@relation inputbaru3

@attribute Ax numeric
@attribute Ay numeric
@attribute Az numeric
@attribute Lx numeric
@attribute Ly numeric
@attribute Lz numeric
@attribute Gx numeric
@attribute Gy numeric
@attribute Gz numeric
@attribute Class {walking,standing,jogging,sitting}

@data
-1.157181,2.804703,9.630127,-0.44139,0.1825,-0.142789,-0.004532,-0.032242,0.057098,walking
-1.078735,2.726242,9.630127,-0.44139,0.1825,-0.142789,-0.004532,-0.032242,0.057098,walking
-1.098343,2.706635,9.492844,-0.44139,0.1825,-0.142789,-0.004532,-0.032242,0.057098,walking
-1.137573,2.785095,9.277084,-0.44139,0.1825,-0.142789,-0.004532,-0.032242,0.057098,walking
-1.137573,2.785095,9.277084,-0.101057,0.009371,0.068196,-0.004532,-0.032242,0.057098,walking
-1.117966,2.785095,9.394775,-0.101057,0.009371,0.068196,-0.004532,-0.032242,0.057098,walking
-1.176804,2.804703,9.453613,-0.101057,0.009371,0.068196,-0.004532,-0.032242,0.057098,walking
-1.176804,2.804703,9.453613,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-1.196411,2.843933,9.218246,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-1.098343,2.785095,9.002502,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-0.980667,2.82431,9.041733,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-0.980667,2.765472,9.139801,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-0.921829,2.765472,9.139801,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-0.862991,2.785095,9.237869,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-0.823761,2.804703,9.120178,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-0.843369,2.804703,9.139801,-0.101057,0.009371,0.068196,-0.017426,-0.063187,0.119888,walking
-0.843369,2.804703,9.139801,0.009075,-0.086698,-0.05844,-0.017426,-0.063187,0.119888,walking
-0.804138,2.785095,9.080963,0.009075,-0.086698,-0.05844,-0.017426,-0.063187,0.119888,walking
-0.725693,2.745865,9.100571,0.009075,-0.086698,-0.05844,-0.017426,-0.063187,0.119888,walking
-0.725693,2.745865,9.100571,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-0.725693,2.765472,9.179031,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-0.588394,2.726242,9.375153,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-0.451111,2.667404,9.433991,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-0.33342,2.667404,9.394775,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-0.274582,2.647797,9.453613,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-0.608017,2.706635,8.825989,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-1.157181,3.059677,8.35527,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-1.157181,3.040054,8.414108,0.009075,-0.086698,-0.05844,0.019485,-0.057343,0.105087,walking
-1.157181,3.040054,8.414108,0.153205,-0.083858,-0.258875,0.019485,-0.057343,0.105087,walking
-1.019897,2.902771,9.06134,0.153205,-0.083858,-0.258875,0.019485,-0.057343,0.105087,walking
-0.961044,2.765472,9.688965,0.153205,-0.083858,-0.258875,0.019485,-0.057343,0.105087,walking
-0.961044,2.765472,9.688965,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.059113,2.843933,9.64975,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.196411,2.902771,9.335938,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.235642,2.961609,9.296707,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.196411,2.961609,9.316315,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.176804,2.981216,9.159409,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.176804,3.040054,9.139801,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.235642,3.098908,9.257477,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.294479,3.040054,9.375153,0.153205,-0.083858,-0.258875,-0.003998,-0.004501,-0.049988,walking
-1.294479,3.040054,9.375153,-0.3468,0.15141,0.00846,-0.003998,-0.004501,-0.049988,walking
-1.235642,2.981216,9.277084,-0.3468,0.15141,0.00846,-0.003998,-0.004501,-0.049988,walking
-1.117966,2.981216,9.237869,-0.3468,0.15141,0.00846,-0.003998,-0.004501,-0.049988,walking
-1.117966,2.981216,9.237869,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-1.059113,3.000839,9.198639,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.980667,2.942001,9.296707,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.941437,2.863541,9.237869,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.862991,2.922379,9.002502,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.725693,2.922379,8.924057,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.725693,2.843933,9.022125,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.7453,2.863541,9.218246,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.666855,2.863541,9.355545,-0.3468,0.15141,0.00846,0.005707,-0.033386,0.056564,walking
-0.666855,2.863541,9.355545,0.023003,0.000321,-0.152734,0.005707,-0.033386,0.056564,walking
-0.529556,2.765472,9.277084,0.023003,0.000321,-0.152734,0.005707,-0.033386,0.056564,walking
-0.529556,2.765472,9.277084,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.490326,2.706635,9.179031,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.588394,2.765472,9.120178,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.725693,2.687027,9.100571,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.804138,2.647797,9.218246,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.725693,2.667404,9.355545,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.7453,2.843933,9.218246,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.882599,2.922379,9.022125,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-1.019897,2.902771,9.041733,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.961044,2.863541,9.218246,0.023003,0.000321,-0.152734,-0.032089,-0.017853,0.141541,walking
-0.961044,2.863541,9.218246,-0.126116,0.009687,-0.036705,-0.032089,-0.017853,0.141541,walking
-0.823761,2.883148,9.237869,-0.126116,0.009687,-0.036705,-0.032089,-0.017853,0.141541,walking
-0.823761,2.883148,9.237869,-0.126116,0.009687,-0.036705,-0.017914,-0.021988,0.05011,walking
-0.750198,2.829224,9.169205,-0.126116,0.009687,-0.036705,-0.017914,-0.021988,0.05011,walking
-0.750198,2.829224,9.169205,-0.003608,-0.02615,0.046114,-0.017914,-0.021988,0.05011,walking
-0.750198,2.829224,9.169205,-0.003608,-0.02615,0.046114,-0.040512,-0.004974,0.059341,walking
-0.750198,2.829224,9.169205,0.037995,0.015418,0.073383,-0.040512,-0.004974,0.059341,walking
-0.642319,2.755661,9.380066,0.037995,0.015418,0.073383,-0.040512,-0.004974,0.059341,walking
-0.642319,2.755661,9.380066,0.037995,0.015418,0.073383,0.010941,-0.001511,0.010544,walking
-0.642319,2.755661,9.380066,-0.034899,-0.019938,-0.045419,0.010941,-0.001511,0.010544,walking
-0.735489,2.775269,9.213348,-0.034899,-0.019938,-0.045419,0.010941,-0.001511,0.010544,walking
-0.735489,2.775269,9.213348,-0.034899,-0.019938,-0.045419,0.006729,0.021027,-0.015793,walking
-0.735489,2.775269,9.213348,0.002804,0.009464,0.001733,0.006729,0.021027,-0.015793,walking
-0.76001,2.799789,9.257477,0.002804,0.009464,0.001733,0.006729,0.021027,-0.015793,walking
-0.76001,2.799789,9.257477,0.002804,0.009464,0.001733,0.002991,0.022583,-0.014633,walking
-0.76001,2.799789,9.257477,-0.000497,-0.073401,-0.01472,0.002991,0.022583,-0.014633,walking
-0.76001,2.706635,9.179016,-0.000497,-0.073401,-0.01472,0.002991,0.022583,-0.014633,walking
-0.76001,2.706635,9.179016,-0.000497,-0.073401,-0.01472,-0.022736,-0.020905,0.013397,walking
-0.76001,2.706635,9.179016,-0.067221,-0.013641,0.011898,-0.022736,-0.020905,0.013397,walking
-0.804138,2.662491,9.306503,-0.067221,-0.013641,0.011898,-0.022736,-0.020905,0.013397,walking
-0.804138,2.662491,9.306503,-0.067221,-0.013641,0.011898,-0.020905,0.013077,0.019913,walking
-0.804138,2.662491,9.306503,0.028134,-0.037126,-0.009085,-0.020905,0.013077,0.019913,walking
-0.735489,2.652695,9.321213,0.028134,-0.037126,-0.009085,-0.020905,0.013077,0.019913,walking
-0.735489,2.652695,9.321213,0.028134,-0.037126,-0.009085,-0.005493,0.008194,0.004578,walking
-0.735489,2.652695,9.321213,-0.053578,-0.019337,0.036867,-0.005493,0.008194,0.004578,walking
-0.838455,2.637985,9.326111,-0.053578,-0.019337,0.036867,-0.005493,0.008194,0.004578,walking
-0.838455,2.637985,9.326111,-0.053578,-0.019337,0.036867,0.019958,0.007996,0.005447,walking
-0.838455,2.637985,9.326111,0.033849,-0.09837,-0.012758,0.019958,0.007996,0.005447,walking
-0.789429,2.608566,9.286896,0.033849,-0.09837,-0.012758,0.019958,0.007996,0.005447,walking
-0.789429,2.608566,9.286896,0.033849,-0.09837,-0.012758,0.020432,-0.038757,-0.009552,walking
-0.789429,2.608566,9.286896,-0.035244,-0.055417,0.026341,0.020432,-0.038757,-0.009552,walking
-0.79924,2.682114,9.306503,-0.035244,-0.055417,0.026341,0.020432,-0.038757,-0.009552,walking
-0.79924,2.682114,9.306503,-0.035244,-0.055417,0.026341,0.046967,0.019806,0.006332,walking
-0.79924,2.682114,9.306503,0.088664,-0.026431,0.025846,0.046967,0.019806,0.006332,walking
-0.809036,2.794891,9.281998,0.088664,-0.026431,0.025846,0.046967,0.019806,0.006332,walking
-0.809036,2.794891,9.281998,0.088664,-0.026431,0.025846,0.061768,0.119507,0.016449,walking
-0.809036,2.794891,9.281998,-0.153988,0.063174,-0.047101,0.061768,0.119507,0.016449,walking
-1.014984,2.858643,9.301605,-0.153988,0.063174,-0.047101,0.061768,0.119507,0.016449,walking
-1.014984,2.858643,9.301605,-0.153988,0.063174,-0.047101,-0.02829,-0.124954,-0.006088,walking
-1.014984,2.858643,9.301605,-0.025923,0.034619,-0.156215,-0.02829,-0.124954,-0.006088,walking
-0.828659,2.858627,9.120178,-0.025923,0.034619,-0.156215,-0.02829,-0.124954,-0.006088,walking
-0.828659,2.858627,9.120178,-0.025923,0.034619,-0.156215,-0.023682,-0.022949,-0.02652,walking
-0.828659,2.858627,9.120178,-0.102179,0.026369,0.041304,-0.023682,-0.022949,-0.02652,walking
-0.892395,2.82431,9.306503,-0.102179,0.026369,0.041304,-0.023682,-0.022949,-0.02652,walking
-0.892395,2.82431,9.306503,-0.102179,0.026369,0.041304,0.003067,0.002014,-0.003235,walking
-0.892395,2.82431,9.306503,0.150521,-0.032094,-0.028672,0.003067,0.002014,-0.003235,walking
-0.79924,2.760559,9.242767,0.150521,-0.032094,-0.028672,0.003067,0.002014,-0.003235,walking
-0.79924,2.760559,9.242767,0.150521,-0.032094,-0.028672,0.011673,0.041718,-0.072113,walking
-0.79924,2.760559,9.242767,-0.145819,0.196457,-0.313012,0.011673,0.041718,-0.072113,walking
-1.064011,2.897858,9.07605,-0.145819,0.196457,-0.313012,0.011673,0.041718,-0.072113,walking
-1.064011,2.897858,9.07605,-0.145819,0.196457,-0.313012,-0.004868,0.048233,-0.197388,walking
-1.064011,2.897858,9.07605,-0.184577,-0.026776,0.330511,-0.004868,0.048233,-0.197388,walking
-1.289566,2.804703,9.453613,-0.184577,-0.026776,0.330511,-0.004868,0.048233,-0.197388,walking
-1.289566,2.804703,9.453613,-0.184577,-0.026776,0.330511,0.062241,-0.086533,-0.061401,walking
-1.289566,2.804703,9.453613,-0.035269,0.028739,-0.205927,0.062241,-0.086533,-0.061401,walking
-1.068924,2.981216,9.007401,-0.035269,0.028739,-0.205927,0.062241,-0.086533,-0.061401,walking
-1.068924,2.981216,9.007401,-0.035269,0.028739,-0.205927,0.05043,-0.040588,-0.006836,walking
-1.068924,2.981216,9.007401,-0.089932,-0.000696,-0.129961,0.05043,-0.040588,-0.006836,walking
-1.005173,2.917481,9.066238,-0.089932,-0.000696,-0.129961,0.05043,-0.040588,-0.006836,walking
-1.005173,2.917481,9.066238,-0.089932,-0.000696,-0.129961,-0.029251,-0.01683,0.031509,walking
-1.005173,2.917481,9.066238,-0.05056,0.063355,-0.200644,-0.029251,-0.01683,0.031509,walking
-1.010071,2.863541,9.120178,-0.05056,0.063355,-0.200644,-0.029251,-0.01683,0.031509,walking
-1.010071,2.863541,9.120178,-0.05056,0.063355,-0.200644,-0.062012,0.041245,0.010406,walking
-1.010071,2.863541,9.120178,-0.083804,0.073963,0.132109,-0.062012,0.041245,0.010406,walking
-1.064026,2.868439,9.331024,-0.083804,0.073963,0.132109,-0.062012,0.041245,0.010406,walking
-1.064026,2.868439,9.331024,-0.083804,0.073963,0.132109,0.005234,-0.034882,0.020172,walking
-1.064026,2.868439,9.331024,0.147478,-0.105759,0.038671,0.005234,-0.034882,0.020172,walking
-0.862976,2.765472,9.223145,0.147478,-0.105759,0.038671,0.005234,-0.034882,0.020172,walking
-0.862976,2.765472,9.223145,0.147478,-0.105759,0.038671,-0.019806,-0.019821,0.004425,walking
-0.862976,2.765472,9.223145,-0.067356,-0.113754,0.086493,-0.019806,-0.019821,0.004425,walking
-0.946335,2.613464,9.340836,-0.067356,-0.113754,0.086493,-0.019806,-0.019821,0.004425,walking
-0.946335,2.613464,9.340836,-0.067356,-0.113754,0.086493,-0.04837,-0.08049,-0.079163,walking
-0.946335,2.613464,9.340836,-0.055674,-0.124889,-0.019743,-0.04837,-0.08049,-0.079163,walking
-0.862976,2.505585,9.281982,-0.055674,-0.124889,-0.019743,-0.04837,-0.08049,-0.079163,walking
-0.862976,2.505585,9.281982,-0.055674,-0.124889,-0.019743,-0.011673,-0.072205,-0.074478,walking
-0.862976,2.505585,9.281982,0.110424,-0.098652,0.016661,-0.011673,-0.072205,-0.074478,walking
-0.7453,2.574234,9.281998,0.110424,-0.098652,0.016661,-0.011673,-0.072205,-0.074478,walking
-0.7453,2.574234,9.281998,0.110424,-0.098652,0.016661,0.008835,-0.049545,-0.080658,walking
-1.098343,2.745865,8.982895,0.110424,-0.098652,0.016661,0.008835,-0.049545,-0.080658,walking
-1.039505,2.667404,9.120178,0.110424,-0.098652,0.016661,0.008835,-0.049545,-0.080658,walking
-1.019897,2.667404,9.257477,0.110424,-0.098652,0.016661,0.008835,-0.049545,-0.080658,walking
-1.019897,2.667404,9.473221,0.110424,-0.098652,0.016661,0.008835,-0.049545,-0.080658,walking
-1.059113,2.667404,9.610519,0.110424,-0.098652,0.016661,0.008835,-0.049545,-0.080658,walking
-1.039505,2.588959,9.787033,0.110424,-0.098652,0.016661,0.008835,-0.049545,-0.080658,walking
-1.039505,2.588959,9.787033,-0.111467,0.089878,0.097546,0.008835,-0.049545,-0.080658,walking
-1.098343,2.569336,9.610519,-0.111467,0.089878,0.097546,0.008835,-0.049545,-0.080658,walking
-1.039505,2.608566,9.277084,-0.111467,0.089878,0.097546,0.008835,-0.049545,-0.080658,walking
-1.039505,2.608566,9.277084,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-1.098343,2.647797,9.041733,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-1.117966,2.706635,8.767151,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-1.216019,2.706635,9.120178,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-1.137573,2.569336,9.571289,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-0.941437,2.569336,9.473221,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-0.902206,2.549728,9.296707,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-1.117966,2.530121,9.159409,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-1.196411,2.569336,8.924057,-0.111467,0.089878,0.097546,0.011414,0.264343,0.026825,walking
-1.196411,2.569336,8.924057,0.20633,-0.051048,0.109187,0.011414,0.264343,0.026825,walking
-1.216019,2.569336,9.041733,0.20633,-0.051048,0.109187,0.011414,0.264343,0.026825,walking
-1.216019,2.569336,9.041733,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.372925,2.608566,9.198639,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.490616,2.628189,9.414383,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.412155,2.588959,9.571289,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.549454,2.432053,9.237869,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.372925,2.471283,8.884827,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.294479,2.530121,9.296707,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.235642,2.510498,9.375153,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.314087,2.490891,9.414383,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.196411,2.45166,9.296707,0.20633,-0.051048,0.109187,-0.005356,0.0439,-0.029434,walking
-1.196411,2.45166,9.296707,-0.14045,-0.043457,-0.001848,-0.005356,0.0439,-0.029434,walking
-1.098343,2.471283,9.512451,-0.14045,-0.043457,-0.001848,-0.005356,0.0439,-0.029434,walking
-1.098343,2.471283,9.512451,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-0.980667,2.628189,9.335938,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.019897,2.373215,9.237869,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.196411,2.45166,9.316315,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.137573,2.41243,9.277084,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.098343,2.471283,9.355545,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.117966,2.588959,9.041733,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.274872,2.549728,9.179031,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.294479,2.549728,9.179031,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.255249,2.45166,9.277084,-0.14045,-0.043457,-0.001848,-0.040039,-0.188675,-0.068863,walking
-1.255249,2.45166,9.277084,0.035764,0.022889,-0.103024,-0.040039,-0.188675,-0.068863,walking
-1.353317,2.392822,9.473221,0.035764,0.022889,-0.103024,-0.040039,-0.188675,-0.068863,walking
-1.353317,2.392822,9.473221,0.035764,0.022889,-0.103024,-0.020081,0.182358,0.001373,walking
-1.372925,2.275147,9.571289,0.035764,0.022889,-0.103024,-0.020081,0.182358,0.001373,walking
-1.33371,2.255524,9.610519,0.035764,0.022889,-0.103024,-0.020081,0.182358,0.001373,walking
-1.294479,2.294754,9.551682,0.035764,0.022889,-0.103024,-0.020081,0.182358,0.001373,walking
-1.196411,2.255524,9.453613,0.035764,0.022889,-0.103024,-0.020081,0.182358,0.001373,walking
-1.196411,2.294754,9.375153,0.035764,0.022889,-0.103024,-0.020081,0.182358,0.001373,walking
