@relation tes2

@attribute Ax numeric
@attribute Ay numeric
@attribute Az numeric
@attribute Lx numeric
@attribute Ly numeric
@attribute Lz numeric
@attribute Gx numeric
@attribute Gy numeric
@attribute Gz numeric
@attribute Class {walking,standing,sitting,jogging}

@data
3.2008,-2.6968,1.0624,2.5932,6.0887,5.377,0.3485,1.5488,0.37385,walking
3.8682,-2.833,-0.64016,3.1842,5.9963,3.5724,0.63805,1.2886,0.36499,walking
4.1951,-3.9908,-2.1929,3.4778,4.8777,1.9309,1.3857,0.64813,0.42791,walking
2.1793,-12.735,-9.0303,1.4826,-3.7139,-5.2481,1.839,-0.63622,0.34025,walking
1.5119,-17.448,-11.087,0.90637,-8.3329,-7.5198,1.3457,-0.88728,0.026878,walking
2.5606,-17.57,-11.128,1.9587,-8.4411,-7.5971,0.3262,0.93707,-0.1237,walking
2.3836,-11.55,-7.0281,1.5554,-2.4358,-3.5047,-0.34056,1.8491,-0.005192,walking
-0.20431,-10.42,-4.7807,-1.0702,-1.3217,-1.2241,-0.53298,0.77977,0.12278,walking
-1.0896,-6.7148,-7.6683,0.66014,2.3037,-3.9279,-1.0177,0.82284,0.2755,walking
4.2087,-10.379,-2.3018,3.2547,-1.4264,1.5862,-1.0846,0.42699,0.30268,walking
4.1814,-16.304,-1.2395,3.2554,-7.3147,2.5702,0.63988,-1.2058,-0.022297,walking
2.8058,-19.191,-0.50395,1.8921,-10.123,3.1151,0.56413,-1.8766,0.062919,walking
4.7126,-6.8374,5.6524,3.925,2.3524,8.9837,0.66157,-1.8045,0.2584,walking
5.884,-3.4596,4.4947,5.188,5.7915,7.6732,1.1759,-1.409,-0.065363,walking
-0.47671,-8.2267,5.8023,-1.1598,1.1724,8.5154,1.9254,-1.7785,-0.54153,walking
-3.1872,-10.27,7.8317,-3.8137,-0.78224,10.233,2.7996,-3.6511,-0.42883,walking
-5.6797,-11.931,1.4846,-6.7103,-2.2539,3.0349,2.5855,-3.4019,-0.12492,walking
-4.5356,-10.733,0.28603,-4.7743,-0.99213,1.396,1.9951,-2.1658,-0.33384,walking
-2.0431,-9.1393,-0.14982,-2.2742,0.62086,0.77599,1.8185,-1.9025,-0.60995,walking
-0.25879,-8.9077,0.54481,-0.60095,0.87475,1.1421,1.8925,-1.7318,-1.1295,walking
0.99429,-8.7306,1.1986,0.35722,1.0548,1.297,1.496,-2.0302,-0.99021,walking
0.88532,-9.1665,0.54481,0.079874,0.60601,0.40398,1.1949,-0.82772,-0.58277,walking
-0.12258,-8.9486,0.6674,-1.0686,0.80236,0.22606,1.1032,-0.21136,-0.49083,walking
-0.43585,-9.1393,0.53119,-1.409,0.60312,-0.025178,1.3045,-1.0718,-0.23854,walking
0.19068,-10.052,-0.44947,-0.83212,-0.33656,-1.3085,1.1551,-1.6399,-0.13317,walking
0.53119,-10.093,-0.50395,-0.54491,-0.39802,-1.5169,0.92913,-1.1289,-0.31154,walking
0.054481,-9.7113,-1.185,-1.0951,-0.039598,-2.3282,0.94287,-0.54428,-0.47556,walking
-0.42223,-9.6432,-0.96704,-1.6064,0.016821,-2.172,0.96395,-0.42272,-0.59315,walking
-1.3212,-10.161,0.89894,-2.6309,-0.54946,-0.54243,1.0345,-0.65882,-0.66523,walking
-0.68102,-10.733,0.29965,-2.1078,-1.1636,-1.3014,1.0534,-0.5904,-0.72174,walking
-0.027241,-11.373,-0.61292,-1.5089,-1.8225,-2.2752,0.90805,-0.37324,-0.75075,walking
-0.040861,-12.163,-0.83084,-1.7626,-2.6914,-2.7004,0.61881,-0.19334,-0.67317,walking
-0.57205,-12.354,-0.44947,-2.3238,-2.8894,-2.3284,0.2022,-0.091935,-0.52473,walking
-1.471,-11.795,0.43585,-3.9306,-2.3426,-1.4504,-0.073304,-0.13561,-0.31704,walking
-1.8251,-11.741,-0.21793,-3.6333,-2.2799,-2.0602,-0.11148,-0.10263,-0.17685,walking
-1.0488,-12.708,-1.5255,-2.8121,-3.2265,-3.3051,-0.13164,0.10446,0.060781,walking
-0.89894,-13.893,-1.6889,-2.6062,-4.3888,-3.4009,-0.62003,0.29108,0.24557,walking
-0.8036,-15.609,-2.2065,-2.3277,-6.0278,-3.6382,-1.1448,0.87018,0.49511,walking
-0.99429,-13.089,-1.1577,-2.3587,-3.4502,-2.3406,-2.0012,0.956,0.68967,walking
3.3915,-10.256,0.28603,2.2336,-0.53146,-0.22466,-3.0482,1.7642,0.60201,walking
2.7922,-10.488,2.7377,1.6762,-0.74784,2.4912,-3.3005,2.7095,0.5226,walking
2.0294,-12.762,2.0022,1.4771,-3.9873,2.5126,-3.1014,1.1396,0.54611,walking
3.8954,-15.173,-0.54481,2.9504,-5.4681,0.49966,-3.0281,0.17562,0.53054,walking
3.9908,-15.772,-1.8796,3.1157,-6.1307,-0.31672,-2.7779,-0.73273,0.48319,walking
3.4051,-15.663,-1.866,2.5471,-6.0595,-0.07715,-2.014,-1.1399,0.32865,walking
1.4165,-16.29,7.1234,0.69878,-6.7519,9.2871,-1.2556,-0.44593,0.70494,walking
0.58567,-12.83,1.0624,-0.005935,-3.3003,3.298,-1.0259,3.7956,1.5907,walking
-0.8036,-7.8045,0.27241,-1.2642,1.6713,2.7558,-2.6032,2.2959,1.3131,walking
-0.65378,-5.4481,1.9886,-0.95896,3.8585,5.0649,-2.098,1.9685,0.72968,walking
-0.62654,-5.38,2.0158,-0.925,3.8724,5.2521,-1.9218,2.1472,0.47373,walking
-0.14982,-4.699,1.5663,-0.49804,4.4363,5.1153,-1.5464,2.1713,0.4496,walking
0.58567,-3.7047,2.0022,0.15824,5.3237,5.8067,-1.3244,2.1402,0.44043,walking
2.3563,-3.4323,2.6696,1.7741,5.4921,6.6928,-0.63102,1.9761,0.40256,walking
2.6015,-3.4868,2.2882,1.9269,5.4099,6.358,-0.13531,1.7703,0.5229,walking
2.9692,-3.4732,0.53119,2.2195,5.454,4.5203,0.34331,1.5201,0.6182,walking
3.8001,-4.522,-0.88532,3.0324,4.4334,3.0366,0.95112,1.164,0.70952,walking
3.5685,-7.6002,-3.514,2.82,1.4438,0.20296,1.5757,0.67714,0.83933,walking
-0.6674,-16.916,-10.801,-1.2283,-7.7352,-7.4011,1.5583,0.24099,0.85155,walking
1.9477,-16.004,-12.544,1.4758,-6.7964,-9.2023,0.21075,0.3262,0.32132,walking
3.2008,-13.144,-11.645,2.7055,-3.9655,-8.2268,-0.36805,1.4804,0.18326,walking
1.2395,-10.665,-5.8976,0.62293,-1.5438,-2.3482,-0.24465,1.3635,0.21716,walking
0.49033,-10.406,-4.9306,-0.16923,-1.2975,-1.3569,-0.16493,0.70341,0.1689,walking
1.9477,-10.311,-6.3198,1.2482,-1.2295,-2.6847,-0.80909,0.93157,0.098655,walking
4.3313,-13.443,-5.4073,3.5628,-4.3925,-1.7109,-0.95051,0.6918,-0.15485,walking
3.6366,-14.056,0.21793,2.6706,-5.0524,3.9821,0.32376,-0.53542,0.032987,walking
3.6366,-14.056,0.21793,2.6706,-5.0524,3.9821,0.53481,-1.0708,0.23091,walking
4.5764,-3.9635,4.6445,3.7727,5.1564,8.1591,0.84941,-1.781,0.24282,walking
3.3778,-4.6445,4.0725,2.6793,4.567,7.3634,1.6839,-2.1805,-0.098349,walking
0.68102,-8.9622,4.0316,0.03589,0.31831,7.1343,2.2107,-3.0904,-0.19975,walking
-2.6423,-12.149,6.6059,-3.1327,-2.7205,9.2566,2.5672,-4.1307,-0.041844,walking
-4.699,-12.585,0.76274,-4.8308,-2.9669,2.6711,2.175,-3.08,0.13531,walking
-3.3506,-10.433,-0.14982,-3.3393,-0.74554,1.3732,1.7825,-1.8298,-0.009774,walking
0.29965,-7.9543,0.64016,0.29185,1.7986,1.6659,1.9108,-1.8891,-0.78679,walking
1.3076,-9.1529,1.2122,1.1661,0.63138,1.8594,2.1347,-2.3552,-0.92302,walking
1.5391,-9.507,1.3484,1.3131,0.28722,1.7871,2.0684,-2.5586,-0.86621,walking
0.50395,-9.7658,1.2803,0.13311,0.033489,1.364,1.5485,-2.5632,-0.82467,walking
-0.72188,-9.2074,1.9477,-1.2792,0.57878,1.6454,1.1939,-0.53145,-0.46273,walking
-0.7355,-8.4855,1.4301,-1.3612,1.2862,0.88825,1.5394,-0.84696,-0.23854,walking
0.92618,-9.2346,0.17706,-0.94472,1.3033,0.44711,1.5669,-1.6823,-0.16249,walking
1.3757,-9.1529,0.17706,0.63646,0.56773,-0.8878,1.3274,-1.4474,-0.27519,walking
0.96704,-9.5887,-0.6674,0.13681,0.10177,-1.9225,0.97952,-1.2113,-0.50793,walking
-0.92618,-10.583,-0.31327,-1.9192,-0.93499,-1.7624,0.90622,-0.85155,-0.63011,walking
-1.6072,-11.319,-0.28603,-2.6973,-1.7054,-1.8891,1.1777,-0.69089,-0.59743,walking
-1.9613,-11.536,-0.35413,-3.0795,-1.9394,-2.0325,1.175,-0.89034,-0.65393,walking
-1.0896,-11.223,-1.4165,-2.3583,-1.685,-3.3099,0.85765,-0.72357,-0.68203,walking
-0.36775,-11.605,-1.3212,-1.7578,-2.0998,-3.2953,0.43524,-0.30757,-0.69761,walking
-1.0624,-12.068,-0.58567,-2.5482,-2.5826,-2.5848,0.15241,-0.11545,-0.62247,walking
-1.8387,-11.822,-0.01362,-3.389,-2.3381,-1.9667,-0.057727,-0.20036,-0.40592,walking
-0.8717,-11.863,-0.23155,-2.4157,-2.37,-2.1456,-0.090408,-0.079107,-0.067501,walking
0.28603,-13.076,-2.0431,-1.1917,-3.5509,-3.8398,-0.13561,0.18082,0.093462,walking
-0.77636,-14.819,-1.6344,-2.205,-5.2638,-3.316,-0.4664,0.2645,0.057421,walking
-1.4438,-15.405,-1.8115,-2.7796,-5.8034,-3.2955,-1.2025,0.59926,0.38393,walking
-1.6072,-14.002,-2.152,-2.8562,-4.3664,-3.4825,-1.6139,0.70311,0.47159,walking
1.0896,-11.387,0.14982,0.047855,-1.6653,-0.61197,-2.8246,1.3919,0.62247,walking
2.5742,-10.569,1.6753,1.6519,-0.80975,1.4125,-3.2425,2.675,0.66768,walking
2.6696,-13.634,1.9613,1.8808,-3.8714,2.4521,-3.0833,2.0937,0.59376,walking
3.1054,-14.383,0.81722,2.3361,-4.6343,1.5517,-2.9563,0.41294,0.56383,walking
3.8001,-15.255,-1.2667,3.0908,-5.5555,-0.005179,-2.8573,-0.64568,0.42791,walking
3.8001,-15.255,-1.2667,3.0908,-5.5555,-0.005179,-2.1246,-1.3772,0.36988,walking
2.1656,-15.35,2.0431,1.7137,-5.8258,4.3351,-1.4966,-0.79504,0.65301,walking
1.0896,-12.517,2.4517,0.76934,-3.026,4.8985,-0.92943,3.4114,1.4236,walking
-0.54481,-9.1256,1.1986,-0.76403,0.31385,3.8478,-2.4224,3.4215,1.5036,walking
-1.0624,-6.9736,1.0624,-1.2311,2.4117,3.901,-2.4163,2.2052,1.0223,walking
-0.44947,-5.0531,2.1384,-0.56004,4.1347,5.565,-2.2904,2.3231,0.50183,walking
0.16344,-4.1814,1.8932,-0.095735,4.7936,5.8367,-2.0357,2.3714,0.34208,walking
1.4982,-3.2961,2.0839,1.0988,5.5625,6.2715,-1.5629,2.3115,0.29291,walking
2.2882,-3.4187,2.3018,1.7248,5.3592,6.6379,-0.73457,2.1209,0.21625,walking
2.4108,-3.514,2.0703,1.7002,5.2256,6.4617,-0.11484,1.8573,0.33353,walking
2.6015,-3.8682,1.0079,1.7772,4.8878,5.3466,0.405,1.4487,0.45723,walking
3.5549,-3.8001,-0.095342,2.6654,5.0121,4.1147,0.9557,0.96272,0.51862,walking
3.6911,-6.7693,-3.7456,2.7744,2.1334,0.26332,1.4905,0.36866,0.57482,walking
0.77636,-14.901,-10.474,-0.066005,-5.9215,-6.6225,1.3454,-0.051924,0.64782,walking
2.4244,-16.072,-12.803,1.7213,-7.0575,-9.0066,0.63255,-0.36682,0.36163,walking
2.9011,-12.149,-9.5479,2.1371,-3.1794,-5.6585,0.025045,0.56139,0.041233,walking
1.9886,-10.896,-6.3198,1.1278,-1.9533,-2.3889,0.011301,0.89767,0.096211,walking
0.99429,-10.011,-4.5492,0.083799,-1.0676,-0.6302,-0.14569,0.55131,-0.003665,walking
1.5255,-8.322,-4.699,0.58612,0.61156,-0.7647,-0.45021,0.76419,-0.021075,walking
4.6718,-8.0632,-1.0624,3.5642,0.76949,3.0518,-0.77488,0.25015,-0.01741,walking
5.598,-13.171,-0.095342,4.436,-4.3327,3.992,1.3106,-0.5507,-0.097738,walking
3.7865,-18.101,-2.261,2.6068,-9.1831,1.643,1.1457,-1.3186,0.18784,walking
2.2746,-8.5808,5.38,1.322,0.55403,8.8177,0.76389,-2.1838,0.19426,walking
2.9965,-5.4618,6.1428,2.1052,3.7241,9.4588,1.2404,-2.2825,-0.066584,walking
3.4732,-4.7263,4.413,2.6979,4.5507,7.4964,1.6701,-2.1677,-0.26298,walking
-2.7922,-9.5479,5.7614,-3.4383,-0.077045,8.2224,2.7544,-3.0861,-0.18906,walking
-4.8625,-11.782,2.8603,-5.3448,-2.1807,4.7994,2.7868,-3.3396,-0.13347,walking
-4.9306,-11.768,0.70826,-5.3092,-2.1145,2.3928,1.9981,-2.3002,-0.12859,walking
-1.58,-9.4798,0.01362,-1.8629,0.25751,1.1432,1.668,-2.0479,-0.59101,walking
0.17706,-9.3299,0.068102,-0.19539,0.43448,0.89748,1.6475,-1.9997,-0.89522,walking
0.92618,-9.3572,0.42223,0.48075,0.41602,1.0979,1.7294,-2.1032,-0.74526,walking
0.01362,-9.4389,0.84446,-0.6431,0.34527,0.94011,1.4481,-1.2743,-0.3989,walking
-0.49033,-8.322,0.31327,-1.1649,1.4614,0.28762,1.2584,-0.76053,-0.20189,walking
-0.47671,-8.9213,0.19068,-1.305,1.7144,1.0442,1.372,-1.1869,-0.14019,walking
0.24517,-10.052,-0.85808,-0.49325,-0.29134,-1.4567,1.3262,-1.7972,-0.075136,walking
0.70826,-9.9292,-0.9398,-0.07184,-0.18405,-1.7101,1.0748,-1.5134,-0.13744,walking
0.74912,-9.7658,-0.78998,-0.056996,-0.027933,-1.6235,0.7648,-0.87415,-0.3882,walking
-0.55843,-9.507,0.21793,-1.4752,0.20405,-0.79468,0.80665,-0.83505,-0.55467,walking
-0.96704,-9.398,0.77636,-1.9869,0.28762,-0.37177,0.91263,-0.87904,-0.624,walking
-0.76274,-10.147,0.40861,-1.952,-0.50952,-0.95961,0.95203,-0.7535,-0.69272,walking
-0.64016,-10.665,0.095342,-1.883,-1.043,-1.3358,0.83505,-0.57727,-0.74006,walking
-0.29965,-11.741,-1.0215,-1.6698,-2.1535,-2.5638,0.76877,-0.4612,-0.71838,walking
-0.57205,-12.503,-0.83084,-2.0845,-2.9549,-2.4761,0.57299,-0.22816,-0.61728,walking
-1.5119,-12.027,-0.054481,-3.0819,-2.4937,-1.7353,0.098349,-0.13806,-0.41356,walking
-1.58,-12.095,0.01362,-3.1492,-2.5591,-1.6526,-0.015577,-0.12034,-0.18021,walking
-1.1713,-12.898,-1.4165,-2.7168,-3.346,-3.0077,-0.069639,0.011301,-0.028405,walking
-1.471,-14.792,-1.5391,-2.9641,-5.2194,-3.0594,-0.33292,0.27275,0.020159,walking
-2.5061,-15.228,-2.2474,-3.8075,-5.5914,-3.5211,-0.72418,0.82956,0.27855,walking
-2.1793,-12.762,-1.6072,-3.3223,-3.0767,-2.6332,-1.9884,1.0467,0.69883,walking
-0.69464,-11.591,-2.4244,-1.743,-1.8748,-3.2426,-2.9969,2.0269,0.70158,walking
2.8875,-10.569,2.3291,2.025,-0.80096,2.2645,-3.6188,3.2174,0.54886,walking
3.1599,-12.231,3.0918,2.3578,-2.4698,3.5862,-3.1319,2.262,0.4383,walking
3.6775,-14.124,1.4029,2.8956,-4.4,2.4017,-2.9743,0.34789,0.38087,walking
4.2495,-14.547,-0.040861,3.458,-4.8515,1.2045,-2.9187,-0.65485,0.21594,walking
3.4187,-15.337,-0.76274,2.6513,-5.7647,1.2278,-2.4795,-0.90561,0.2868,walking
2.8603,-16.29,0.70826,2.161,-6.7948,3.0587,-1.7339,-0.49877,0.43799,walking
1.8251,-12.435,2.3427,1.2219,-2.9801,4.8734,-0.90775,3.1621,1.1808,walking
-1.0351,-8.2676,-0.20431,-1.5625,1.0986,2.6536,-2.4731,3.6936,1.4716,walking
-0.17706,-6.8238,0.92618,-0.64083,2.407,4.2045,-2.6148,2.1454,1.1084,walking
0.38137,-5.9385,1.5391,-0.069607,3.2211,5.0131,-2.2911,2.0623,0.49266,walking
0.31327,-3.7728,1.8932,-0.23045,5.1634,5.8956,-1.8454,2.2251,0.37171,walking
0.55843,-3.4187,2.1929,-0.11024,5.3924,6.4459,-1.3583,2.2914,0.26573,walking
1.4165,-3.1735,2.2474,0.58931,5.5434,6.6634,-0.90286,2.1466,0.18509,walking
2.547,-3.1872,1.9341,1.488,5.4681,6.4212,-0.31918,1.8357,0.22083,walking
2.6968,-3.4187,0.91256,1.5753,5.2409,5.3761,0.20525,1.4615,0.30513,walking
4.1814,-4.3721,-1.471,2.9593,4.3845,2.7714,1.0806,0.63591,0.4835,walking
4.1814,-9.1665,-6.8919,2.9631,-0.34222,-2.7909,1.5046,-0.096517,0.54886,walking
2.4653,-14.492,-10.011,1.3421,-5.5681,-6.103,1.3454,-0.4835,0.57177,walking
2.4108,-15.677,-11.891,1.3965,-6.6901,-8.0988,0.82894,-0.14905,0.27214,walking
2.9011,-14.478,-11.496,1.894,-5.4948,-7.6942,0.18234,0.93798,0.10629,walking
2.3836,-11.85,-6.8238,1.281,-2.8719,-3.0353,-0.22205,0.95417,0.12492,walking
1.2531,-10.42,-4.1542,0.10121,-1.4583,-0.3412,-0.38546,0.69883,0.009774,walking
1.8796,-7.3822,-7.3141,0.65779,1.5349,-2.2352,-0.79871,1.1274,0.020464,walking
4.8352,-9.0984,-0.40861,3.4684,-0.29682,3.6944,-0.065973,-0.51313,0.13806,walking
4.9306,-13.28,0.7355,3.551,-4.4513,4.7759,1.0431,-1.1167,0.135,walking
3.5822,-18.987,-1.3757,2.2934,-10.019,2.3774,0.86896,-2.2987,0.33109,walking
3.228,-7.3686,5.489,2.1895,1.7626,8.9114,0.69364,-2.1081,0.24557,walking
4.018,-3.8001,5.5299,3.1152,5.4,8.8032,1.2709,-2.1677,-0.062003,walking
3.6366,-4.2223,2.9692,2.7732,5.0217,6.1274,1.7697,-2.1567,-0.46914,walking
-3.3097,-11.754,5.5026,-4.0166,-2.2682,7.8867,2.5739,-3.3204,-0.45418,walking
-5.6388,-12.599,3.6639,-6.2105,-3.0327,5.7455,2.7498,-3.8616,-0.12706,walking
-6.0611,-11.822,0.91256,-6.4424,-2.1552,2.5153,2.2422,-2.5204,0.09163,walking
-0.99429,-9.2618,0.24517,-1.2629,0.48658,1.2779,1.8085,-1.8216,-0.55192,walking
0.7355,-8.6489,0.50395,0.36948,1.1258,1.2044,1.8931,-2.0308,-0.93707,walking
1.3076,-8.5127,0.6674,0.85962,1.2697,1.1918,1.854,-2.1118,-0.89309,walking
0.49033,-9.6704,1.3484,-0.1924,0.11237,1.3758,1.5498,-1.4655,-0.69272,walking
