@relation tes4

@attribute Ax numeric
@attribute Ay numeric
@attribute Az numeric
@attribute Lx numeric
@attribute Ly numeric
@attribute Lz numeric
@attribute Gx numeric
@attribute Gy numeric
@attribute Gz numeric
@attribute Class {walking,jogging,standing,sitting}

@data
2.5061,-10.12,-4.0316,0.58007,-0.50795,-3.7657,1.8347,2.0046,2.2422,walking
2.9148,-10.297,-4.1406,1.1871,-0.64437,-4.0278,1.6118,2.3686,2.3393,walking
4.3585,-11.128,-4.4402,3.2494,-1.3886,-4.7354,1.4368,2.4462,2.4517,walking
4.9714,-11.441,-4.9442,4.3075,-1.67,-5.4493,1.2758,2.2364,2.5143,walking
5.38,-11.25,-5.38,5.1652,-1.4678,-6.032,1.1102,1.8751,2.4942,walking
5.775,-10.093,-6.3198,6.1666,-0.32125,-7.0522,0.94654,1.5101,2.3677,walking
6.0611,-9.4798,-6.7148,6.8201,0.2677,-7.4772,0.80207,0.88453,1.9581,walking
6.565,-9.1393,-7.069,7.4395,0.60132,-7.7948,0.77183,0.60995,1.7868,walking
7.0553,-9.3708,-7.4367,8.224,0.34225,-8.1159,0.60751,-0.34056,1.2,walking
6.5378,-9.6704,-7.0962,7.8383,0.026769,-7.7618,0.36591,-0.84696,0.79596,walking
5.6797,-9.9973,-6.7012,7.0437,-0.30601,-7.3242,0.05681,-0.98563,0.38026,walking
5.1894,-10.474,-6.5786,6.5224,-0.77363,-7.122,-0.26389,-0.69333,-0.058948,walking
4.4266,-11.877,-6.2926,5.6027,-2.143,-6.4845,-0.92638,0.22785,-0.74495,walking
4.9987,-12.258,-5.9521,6.043,-2.5074,-5.969,-1.2452,0.56566,-1.1463,walking
6.0066,-13.838,-4.7126,6.5935,-4.0618,-4.2153,-1.5516,0.60476,-1.4954,walking
6.3879,-14.533,-4.0997,6.6073,-4.7667,-3.2377,-1.7495,0.36957,-1.8063,walking
6.6331,-15.445,-3.7047,6.4309,-5.7189,-2.4702,-1.8555,-0.024435,-2.087,walking
6.1292,-16.971,-3.0373,5.2049,-7.374,-1.2445,-1.9606,-0.405,-2.328,walking
6.1292,-16.971,-3.0373,5.2049,-7.374,-1.2445,-2.029,-0.5342,-2.441,walking
4.1814,-14.71,-2.2882,2.0845,-5.5416,0.48908,-2.3253,-0.47403,-3.0299,walking
3.5822,-13.007,-1.8251,1.2167,-3.9641,1.1402,-2.3839,-0.25259,-3.4236,walking
3.2553,-11.605,-1.4438,0.31866,-2.8673,1.9039,-2.3225,-0.13958,-3.8243,walking
2.9692,-10.896,-1.3757,-0.26809,-2.3328,2.1395,-2.2605,-0.088575,-4.0937,walking
2.833,-10.283,-1.3348,-1.3257,-2.3482,2.6537,-2.1854,-0.10537,-4.2415,walking
2.9148,-10.188,-1.185,-1.8414,-2.7485,3.0816,-2.0751,-0.16432,-4.2641,walking
2.9284,-10.951,-0.76274,-2.6139,-4.2949,3.8365,-1.9545,-0.29566,-4.1603,walking
2.8875,-11.291,-0.57205,-3.0928,-5.1768,4.2259,-1.8555,-0.41692,-3.9441,walking
2.7922,-11.441,-0.46309,-3.3652,-5.5668,4.4102,-1.7883,-0.54275,-3.4318,walking
2.4517,-10.992,-0.10896,-4.1473,-5.8495,5.008,-1.7746,-0.56749,-2.9642,walking
1.7162,-10.379,0.21793,-5.0971,-5.697,5.4935,-1.773,-0.5061,-2.4441,walking
0.31327,-9.6432,1.6344,-6.7098,-5.5119,7.0914,-1.7013,-0.45571,-1.9184,walking
-0.28603,-9.6568,2.1248,-7.4023,-5.8136,7.6708,-1.368,-0.27794,-1.1078,walking
-0.61292,-9.7249,2.2065,-7.7555,-5.9527,7.7675,-1.0754,-0.058643,-0.52351,walking
-0.92618,-8.4174,2.1112,-8.1417,-4.7909,7.6749,-0.72662,0.18509,0.051313,walking
-0.69464,-7.9951,2.2746,-7.9494,-4.3534,7.7771,-0.28986,0.36041,0.57635,walking
-0.35413,-8.8941,2.6968,-7.6234,-5.1104,8.0831,0.17104,0.37538,1.0482,walking
0.35413,-11.141,2.9148,-6.8422,-6.8693,8.0267,0.80665,0.42302,1.7098,walking
1.2531,-12.258,2.6015,-5.8378,-7.5547,7.4765,1.2679,0.47495,2.1472,walking
2.2882,-12.694,2.0158,-4.712,-7.6931,6.723,1.7269,0.3882,2.4954,walking
3.7728,-13.579,1.0488,-2.8686,-7.7055,5.2391,2.2431,0.057727,2.7168,walking
4.3858,-14.506,0.23155,-1.9139,-8.0385,4.0605,2.667,-0.39248,2.8366,walking
4.3585,-14.887,-0.35413,-1.519,-7.8381,3.1008,2.937,-0.78924,2.8866,walking
3.9227,-14.192,-1.5936,-1.2,-6.3331,1.263,3.0617,-1.0205,2.8781,walking
3.5958,-12.939,-2.4108,-1.2573,-4.8428,0.24708,2.9853,-1.044,2.7892,walking
3.337,-11.7,-3.1054,-1.0141,-3.21,-0.83394,2.865,-0.91874,2.6744,walking
2.4108,-9.9565,-3.1599,-1.2036,-0.99735,-1.4746,2.6967,-0.63683,2.5091,walking
1.9205,-9.5479,-2.9556,-1.2416,-0.35393,-1.6737,2.532,-0.21716,2.3509,walking
1.6344,-9.4389,-2.8194,-1.1023,-0.062536,-1.9451,2.3781,0.33689,2.2462,walking
2.0294,-10.351,-3.7184,-0.086006,-0.77995,-3.433,2.2129,0.95051,2.2248,walking
2.3836,-10.665,-4.0725,0.4756,-1.0462,-3.9557,1.9429,1.7898,2.3476,walking
3.2553,-11.25,-4.5492,1.774,-1.559,-4.7772,1.8592,1.9768,2.4199,walking
4.6309,-12.027,-4.9442,3.8283,-2.2729,-5.5667,1.5895,2.0717,2.6484,walking
5.094,-12.054,-5.5571,4.7758,-2.287,-6.3787,1.4077,1.7694,2.6658,walking
5.4345,-11.7,-6.17,5.3245,-1.9311,-7.024,1.212,1.3809,2.5476,walking
6.2109,-10.351,-7.1507,6.9519,-0.62603,-8.1691,1.0498,0.95387,2.288,walking
6.4833,-9.9837,-7.7364,7.353,-0.26546,-8.721,0.89767,0.12278,1.6945,walking
6.7693,-9.8475,-8.0905,7.9089,-0.15917,-9.0943,0.82192,-0.18662,1.4694,walking
5.9657,-10.174,-7.5184,7.9628,-0.30462,-8.9764,0.60567,-0.73976,0.99968,walking
5.0531,-10.746,-6.851,6.4454,-1.0831,-7.7744,0.10599,-0.97922,0.33201,walking
4.4402,-11.877,-6.8919,5.8189,-2.2023,-7.7109,-0.27917,-0.60812,-0.074831,walking
4.2632,-12.803,-7.1371,5.5724,-3.1084,-7.8217,-0.79687,0.040623,-0.50396,walking
4.2632,-12.803,-7.1371,5.5724,-3.1084,-7.8217,-1.274,0.64782,-0.94409,walking
5.0259,-12.994,-5.1213,5.8999,-3.2271,-4.99,-1.7871,1.0101,-1.5467,walking
5.1349,-13.116,-4.5901,5.802,-3.3394,-4.2223,-1.9755,0.93859,-1.9331,walking
5.4345,-13.729,-3.8273,5.4476,-3.9766,-2.8007,-2.0812,0.69425,-2.2584,walking
5.5707,-14.41,-3.6366,5.3113,-4.687,-2.3875,-2.1634,0.33414,-2.5177,walking
5.38,-15.636,-3.0237,4.1082,-6.1365,-0.94764,-2.2822,-0.027184,-2.7184,walking
4.9169,-15.323,-2.547,3.3737,-5.9097,-0.27082,-2.4166,-0.26328,-2.8567,walking
4.4675,-14.547,-2.0839,2.4235,-5.3419,0.61206,-2.5143,-0.33964,-3.0348,walking
3.9635,-13.484,-1.6481,1.4125,-4.5412,1.4642,-2.5293,-0.3375,-3.2464,walking
3.2689,-11.536,-1.2803,-0.068774,-3.0861,2.4105,-2.445,-0.29047,-3.5794,walking
3.1872,-11.101,-1.1577,-0.68673,-3.0501,2.8862,-2.3485,-0.24618,-3.7409,walking
3.0101,-10.896,-0.85808,-1.6449,-3.5217,3.627,-2.2694,-0.23732,-3.8243,walking
2.9011,-10.869,-0.6674,-1.9952,-3.7255,3.9333,-2.1716,-0.23335,-3.8204,walking
2.8058,-10.828,-0.49033,-2.5571,-4.1954,4.3487,-2.0858,-0.27061,-3.7162,walking
2.5879,-10.338,-0.38137,-3.3683,-4.4702,4.7436,-1.9358,-0.27214,-3.3854,walking
2.5606,-10.12,-0.35413,-3.7242,-4.7614,4.9334,-1.8042,-0.28863,-3.0446,walking
2.4244,-10.025,-0.21793,-3.9925,-4.8822,5.1252,-1.6784,-0.29902,-2.6191,walking
1.6753,-9.6296,0.43585,-5.0642,-5.1058,5.939,-1.5632,-0.33384,-2.1393,walking
1.0215,-9.1801,1.1032,-5.8669,-5.0115,6.7017,-1.4294,-0.39706,-1.6386,walking
-0.068102,-8.7306,1.4438,-7.0746,-4.9215,7.1508,-1.0321,-0.40653,-0.86499,walking
-0.6674,-8.5808,1.4438,-7.71,-4.9086,7.1959,-0.86896,-0.33567,-0.57941,walking
-0.81722,-8.3493,1.4438,-7.8635,-4.6775,7.1917,-0.34392,0.0562,0.26512,walking
-0.70826,-8.0632,2.0975,-7.7721,-4.2919,7.7588,0.047647,0.22022,0.74464,walking
-0.44947,-9.3027,2.4108,-7.4998,-5.3324,7.9516,0.44043,0.28436,1.2074,walking
0.054481,-11.223,2.7377,-6.9455,-6.0175,8.055,0.79474,0.43433,1.6597,walking
1.7843,-12.217,2.4108,-5.048,-7.2357,7.3779,1.4734,0.62736,2.3314,walking
3.3642,-13.293,1.5119,-3.2851,-7.7659,6.1382,1.7086,0.60018,2.5256,walking
4.1406,-13.974,1.076,-2.3656,-8.1034,5.4771,2.4798,0.14569,2.9575,walking
5.1894,-15.35,-0.21793,-0.76208,-8.5174,3.5323,2.8631,-0.37354,3.0928,walking
5.1213,-15.364,-0.76274,-0.35934,-7.9448,2.5678,3.1176,-0.85491,3.1166,walking
4.8625,-14.71,-2.152,0.025179,-5.746,0.54768,3.1814,-1.3531,2.9413,walking
4.0725,-12.122,-3.1054,-0.071331,-3.5387,-0.79812,3.0846,-1.4988,2.7257,walking
3.2553,-10.924,-3.3097,-0.38306,-2.0214,-1.3899,3.0079,-1.4673,2.6072,walking
2.6696,-10.379,-3.1872,-0.72395,-1.3421,-1.4566,2.8133,-1.1658,2.3601,walking
1.3484,-9.2482,-2.7649,-1.3952,0.09827,-1.6308,2.5284,-0.19731,2.0446,walking
1.2531,-9.3163,-3.1599,-1.1131,0.17292,-2.4348,2.3488,0.59773,1.9145,walking
1.5255,-9.7385,-3.732,-0.4867,-0.14601,-3.4084,2.1225,1.4166,1.876,walking
2.8603,-10.896,-4.4539,1.3859,-1.2031,-4.6533,1.8155,2.2969,2.025,walking
3.3778,-11.427,-4.6718,2.0863,-1.7118,-5.001,1.5986,2.5033,2.1976,walking
4.2904,-12.149,-5.2302,3.4028,-2.4007,-5.819,1.4676,2.4902,2.2743,walking
4.6309,-11.754,-5.7614,4.3766,-1.9833,-6.557,1.0544,2.2904,2.3909,walking
4.699,-11.101,-6.1973,4.8893,-1.3343,-7.066,0.85765,2.1591,2.3201,walking
5.7886,-10.188,-7.4095,6.5503,-0.44633,-8.2399,0.74556,1.9325,2.1502,walking
6.4288,-10.147,-7.8998,7.3169,-0.4105,-8.6608,0.64599,1.0669,1.7611,walking
7.1915,-10.12,-8.0905,8.6356,-0.34142,-8.703,0.38607,0.20586,1.4361,walking
6.96,-9.9429,-7.355,8.3629,-0.25215,-7.8958,0.13561,-0.52229,1.0727,walking
5.8295,-9.902,-6.7421,7.3496,-0.22435,-7.1928,-0.006109,-0.71441,0.85002,walking
4.4402,-11.06,-6.6195,5.9635,-1.374,-6.8105,-0.4328,-0.51129,0.15241,walking
4.3585,-11.237,-6.3471,5.8203,-1.5398,-6.395,-0.82222,0.12339,-0.33201,walking
5.1621,-11.632,-5.5299,6.491,-1.9182,-5.3052,-1.2627,0.86468,-1.011,walking
5.8704,-12.64,-5.1213,6.9641,-2.9099,-4.5686,-1.4945,0.88362,-1.3803,walking
6.8919,-13.988,-4.018,7.4234,-4.2583,-2.9138,-1.668,0.562,-1.6973,walking
7.0281,-14.696,-3.4732,7.1455,-4.9998,-2.0127,-1.7581,0.052229,-1.967,walking
7.0553,-15.159,-3.1872,6.9055,-5.4917,-1.5493,-1.806,-0.49847,-2.1759,walking
6.3062,-15.963,-2.7513,5.4621,-6.4313,-0.60562,-1.9187,-0.95478,-2.3537,walking
5.3664,-15.173,-2.4517,4.1032,-5.7769,0.055844,-2.1341,-1.0458,-2.7187,walking
4.0861,-12.926,-1.6617,2.159,-3.8135,1.4083,-2.1863,-0.94501,-2.8564,walking
3.4732,-11.727,-1.4846,1.061,-2.8706,1.9671,-2.2214,-0.58826,-3.4187,walking
3.3097,-10.869,-1.3076,0.63044,-2.1595,2.3167,-2.1848,-0.42486,-3.7605,walking
3.3915,-10.706,-1.0624,-0.13787,-2.5339,3.0531,-2.124,-0.33842,-4.0326,walking
3.337,-11.06,-0.6674,-0.77662,-3.3234,3.7369,-2.0278,-0.33964,-4.2021,walking
3.0646,-11.387,0.095342,-1.8747,-4.3651,4.8359,-1.8357,-0.42791,-4.2458,walking
2.3836,-11.291,0.43585,-3.0305,-4.7716,5.3707,-1.5241,-0.6521,-3.9831,walking
1.6344,-10.869,0.54481,-3.9769,-4.5741,5.5505,-1.3757,-0.68875,-3.5552,walking
-0.40861,-9.0575,0.84446,-6.5066,-3.4431,6.0851,-1.2428,-0.5568,-2.967,walking
-0.96704,-8.4174,0.96704,-7.3096,-3.2006,6.3269,-1.0461,-0.32284,-2.2883,walking
-1.0215,-8.1177,1.1169,-7.5499,-3.2089,6.544,-0.8207,-0.20433,-1.5715,walking
-0.50395,-8.9622,1.0624,-7.1759,-4.2837,6.5184,-0.5849,-0.26298,-0.86987,walking
0.027241,-9.7794,1.076,-6.6465,-5.0964,6.5258,-0.31093,-0.60231,0.12584,walking
0.14982,-10.379,1.2939,-6.4861,-5.6654,6.7638,-0.19181,-0.70219,0.66951,walking
0.38137,-10.12,1.866,-6.0779,-5.1814,7.3487,-0.018326,-0.57238,1.0159,walking
0.34051,-10.529,2.2474,-5.9811,-5.3869,7.7037,0.26634,-0.33628,1.2107,walking
0.53119,-11.25,2.3836,-5.6533,-5.852,7.7482,0.52076,-0.039706,1.3305,walking
1.3212,-11.741,2.9965,-4.6642,-5.8585,8.0704,0.7648,0.26114,1.4013,walking
1.7706,-12.272,3.0237,-4.1429,-6.1856,7.9386,1.2746,0.54581,1.4688,walking
2.9284,-14.342,2.3427,-2.7686,-7.6793,6.7383,1.4426,0.54795,1.471,walking
3.2825,-15.037,1.7979,-2.2417,-8.0008,5.8162,1.7336,0.50549,1.5269,walking
3.4868,-15.255,1.58,-1.915,-7.9928,5.3553,2.0116,0.66004,1.8066,walking
3.9771,-13.797,0.32689,-1.055,-5.9731,3.4298,2.1176,0.83811,2.051,walking
4.2768,-12.313,-0.43585,-0.47818,-4.1572,2.2187,2.2165,0.93585,2.2034,walking
4.6309,-10.311,-1.5119,0.34788,-1.7101,0.4522,2.4013,0.66187,2.2049,walking
4.5901,-9.5615,-1.7843,0.6467,-0.71137,-0.26906,2.4651,0.46487,2.1695,walking
4.413,-9.3844,-1.7979,0.64441,-0.42418,-0.50084,2.5543,0.032987,2.0901,walking
3.7047,-9.0848,-2.3155,0.47297,0.14973,-1.6447,2.6148,-0.39126,2.0036,walking
3.5685,-9.1393,-2.7104,0.70071,0.23506,-2.4493,2.6252,-0.38729,2.0265,walking
3.5277,-9.3708,-3.1463,1.0316,0.11169,-3.2955,2.6331,-0.20678,2.0598,walking
4.4402,-10.256,-4.2223,2.5,-0.67272,-4.9735,2.6371,0.22052,2.0467,walking
5.2302,-11.128,-5.094,3.6508,-1.5168,-6.2357,2.5348,0.37477,1.9374,walking
5.5571,-11.509,-5.3528,4.1268,-1.8931,-6.6393,2.3072,0.37996,1.7086,walking
5.8431,-11.645,-5.6252,4.7228,-2.0373,-7.2373,2.0443,0.35705,1.4114,walking
6.0883,-10.842,-6.5378,5.4197,-1.2861,-8.6385,1.8534,0.36285,1.0311,walking
6.2926,-10.774,-6.9736,5.6572,-1.225,-9.1157,1.7061,0.23396,0.59162,walking
6.5241,-10.774,-7.5048,5.953,-1.2563,-9.799,1.4539,-0.10904,-0.029932,walking
5.6661,-10.474,-7.6002,5.0121,-0.98076,-9.9709,1.0091,-0.6463,-0.30879,walking
4.9987,-10.474,-7.3141,4.2477,-0.99362,-9.7074,0.82956,-0.76297,-0.41386,walking
4.5356,-11.019,-6.8374,3.7032,-1.5298,-9.1688,0.27794,-0.97402,-0.59223,walking
4.3177,-12.381,-7.3822,3.2547,-2.8636,-9.4947,-0.16493,-1.1347,-0.61636,walking
3.7728,-12.803,-6.0747,2.5762,-3.2599,-7.9891,-0.70647,-1.0999,-0.54275,walking
4.1542,-13.484,-4.4402,2.5474,-3.7956,-6.4897,-1.1341,-1.1093,-0.39554,walking
4.413,-13.702,-3.6775,2.966,-4.0624,-4.7517,-1.5922,-1.6179,-0.26114,walking
4.6718,-14.724,-3.228,3.1568,-5.0573,-3.8897,-1.7602,-1.9587,-0.16371,walking
4.8897,-15.473,-2.9556,3.3328,-5.7995,-3.3746,-1.9438,-2.113,-0.053451,walking
8.4855,-15.255,-3.6094,6.8366,-5.5911,-3.3551,-1.9917,-2.6872,0.19151,walking
6.8647,-16.14,-2.7649,5.2313,-6.498,-2.0348,-2.2718,-3.0146,0.066584,walking
2.2065,-13.035,0.62654,0.64854,-3.4721,2.1434,-2.653,-2.3179,-0.32987,walking
1.3212,-10.774,-0.10896,-0.22877,-1.3157,1.9682,-3.0305,-0.91019,-0.60903,walking
1.4165,-10.202,-0.54481,-0.16377,-0.81261,1.8045,-3.1652,0.26298,-1.1008,walking
1.4846,-9.8611,0.42223,-0.38854,-0.75919,3.5553,-3.2663,0.70616,-1.2828,walking
1.866,-9.793,1.1169,-0.33129,-0.95217,4.7475,-3.5134,1.5482,-1.5385,walking
2.4789,-9.8611,1.0896,-0.097868,-1.3321,5.1867,-3.5595,1.7275,-1.5855,walking
3.0918,-10.515,0.83084,-0.092024,-2.5154,5.5257,-3.583,1.6835,-1.5769,walking
2.5742,-10.093,1.7706,-0.99896,-2.4877,6.827,-3.5323,1.5479,-1.4386,walking
2.2474,-9.7658,2.8875,-1.511,-2.3428,8.0783,-3.2852,1.4022,-1.2785,walking
2.4517,-9.2891,2.7377,-1.8135,-2.4278,8.2967,-2.7865,1.0837,-1.1148,walking
2.1929,-9.3844,2.2201,-2.3382,-2.8541,7.9643,-2.3176,0.70677,-0.96333,walking
1.471,-9.4934,3.3097,-3.2678,-3.2347,9.187,-1.8864,0.46792,-0.77152,walking
0.83084,-9.4934,3.5685,-4.1204,-3.4874,9.5338,-1.4361,0.36133,-0.45876,walking
0.70826,-9.793,3.2008,-4.2862,-3.8101,9.1531,-0.72601,0.41508,-0.005498,walking
0.38137,-9.4525,2.547,-4.7289,-3.8041,8.4436,-0.51313,0.45876,0.11729,walking
0.44947,-9.8611,2.9148,-4.6866,-3.8354,8.7011,0.076969,0.53787,0.51374,walking
0.61292,-10.787,2.9692,-4.5311,-4.6217,8.599,0.44593,0.60048,0.86071,walking
1.1713,-11.291,2.7241,-3.9511,-4.9926,8.2248,0.8604,0.62217,1.1869,walking
2.4517,-11.496,1.9341,-2.5622,-4.7817,7.0288,1.3011,0.44349,1.4032,walking
3.0237,-11.019,1.2258,-1.8588,-4.0006,6.0295,1.9141,-0.067806,1.4438,walking
3.4596,-12.449,0.55843,-1.4066,-4.2321,5.2464,2.1069,-0.27855,1.4004,walking
3.2008,-14.002,0.01362,-1.1453,-6.1314,3.9303,2.4838,-0.7871,1.2517,walking
2.7513,-14.383,-0.21793,-1.3345,-6.2001,3.3199,2.5601,-0.86834,1.1704,walking
2.5061,-14.165,-0.74912,-1.4318,-5.8214,2.5743,2.4618,-0.67348,1.186,walking
1.9613,-11.291,-2.1112,-1.5977,-2.5806,0.65064,2.3121,-0.30543,1.226,walking
1.7025,-9.8611,-2.5742,-1.6293,-0.95504,-0.17618,2.1252,0.3769,1.2947,walking
1.3484,-8.4174,-2.833,-1.6004,0.11356,-0.85897,2.0672,0.60262,1.3011,walking
1.4438,-8.0905,-2.6423,-1.3427,1.1959,-1.1695,1.9248,0.99938,1.3143,walking
1.58,-7.9407,-2.7649,-0.98984,1.458,-1.6551,1.774,1.3799,1.3555,walking
2.1384,-8.1313,-3.0237,-0.31784,1.3158,-2.0814,1.6869,1.5079,1.4508,walking
3.0918,-8.8805,-3.8273,1.0046,0.68996,-3.3573,1.5831,1.4878,1.5617,walking
3.8273,-9.5751,-4.2359,2.0166,0.061049,-4.0453,1.496,1.2712,1.6814,walking
4.5901,-10.065,-4.8352,3.2059,-0.35795,-4.9729,1.4459,1.1408,1.7034,walking
4.9033,-10.256,-5.1485,3.8167,-0.51548,-5.4797,1.365,0.60079,1.6735,walking
5.0804,-10.229,-5.7069,4.1156,-0.47725,-6.0879,1.3295,0.39095,1.6215,walking
4.9306,-10.134,-6.3471,4.3328,-0.36033,-6.8924,1.1817,-0.1408,1.3576,walking
4.8897,-10.134,-6.7966,4.504,-0.35547,-7.4377,1.087,-0.37385,1.1371,walking
5.0259,-10.924,-7.2869,4.7107,-0.81798,-7.8033,0.94165,-0.57238,0.91263,walking
4.7944,-11.264,-7.1915,4.7088,-1.4817,-7.8762,0.5171,-0.82986,0.58246,walking
4.2359,-11.468,-6.4833,4.2167,-1.6827,-7.1247,0.12553,-0.83444,0.36377,walking
3.9227,-11.836,-6.0747,3.9001,-2.0453,-6.6312,-0.20708,-0.57238,0.094379,walking
3.6639,-13.116,-7.0009,3.6142,-3.3134,-7.2654,-0.66065,0.047037,-0.16677,walking
4.2495,-12.967,-6.5241,4.1317,-3.1606,-6.5287,-1.1426,0.68356,-0.4609,walking
4.7126,-12.762,-5.6933,4.4646,-2.9639,-5.3768,-1.5073,1.0027,-0.90805,walking
5.1894,-12.585,-4.2359,4.6012,-2.8365,-3.349,-1.9093,0.99968,-1.2269,walking
5.3119,-12.708,-3.9227,4.4369,-3.0242,-2.6447,-2.0385,0.81673,-1.4926,walking
5.5843,-13.184,-3.6775,4.521,-3.5493,-2.1933,-2.095,0.53573,-1.6732,walking
6.0747,-14.383,-3.2144,4.4617,-4.9317,-1.1551,-2.149,0.14019,-1.7507,walking
5.7614,-14.764,-2.4925,3.8089,-5.4674,-0.058938,-2.2584,-0.25656,-1.8112,walking
