@relation input750Bru

@attribute Ax numeric
@attribute Ay numeric
@attribute Az numeric
@attribute Lx numeric
@attribute Ly numeric
@attribute Lz numeric
@attribute Gx numeric
@attribute Gy numeric
@attribute Gz numeric
@attribute Class {walking,standing,jogging,sitting}

@data
3.2689,-9.7658,0.99429,-0.44989,-0.19274,0.56686,2.0595,-0.23915,0.003054,walking
0.54481,-10.256,0.57205,-1.3799,-0.65028,0.13189,1.7529,-0.36255,-0.053756,walking
0.5993,-9.6296,0.57205,-1.1983,0.000188,0.11782,1.6606,-0.67226,-0.037874,walking
0.81722,-9.1256,0.54481,-0.89469,0.51917,0.078452,1.4523,-0.91844,-0.09499,walking
1.471,-8.717,0.76274,-0.23316,0.92743,0.26197,1.2175,-0.79718,-0.17959,walking
2.0975,-8.9622,0.96704,0.30917,0.66223,0.38164,1.303,-0.86896,-0.20495,walking
1.9613,-9.2482,0.83084,0.14929,0.37009,0.21839,1.4148,-0.97708,-0.2755,walking
1.0896,-9.6296,0.81722,-0.6363,0.000875,0.14955,1.4386,-1.0617,-0.32132,walking
1.2258,-9.5615,0.76274,-0.45174,0.076768,0.084344,1.3384,-0.73365,-0.37385,walking
1.362,-9.5615,0.89894,-0.28536,0.080307,0.19727,1.4493,-0.34758,-0.45143,walking
1.1169,-9.8066,0.74912,-0.26713,-0.11994,0.16561,1.5516,-0.23915,-0.4777,walking
0.16344,-10.202,-0.44947,-1.2548,-0.51678,-1.0514,1.6777,-0.51496,-0.47373,walking
0.24517,-10.569,-1.5936,-1.0467,-0.85556,-1.9717,1.5058,-0.90194,-0.37171,walking
1.0624,-10.488,-1.1986,-0.19763,-0.76476,-1.4171,0.90103,-0.83933,-0.36469,walking
1.4029,-11.25,1.5119,0.13004,-1.5328,1.169,0.35858,-0.5901,-0.38912,walking
1.0351,-12.858,1.8251,-0.17661,-3.1376,1.3524,0.23763,-0.62156,-0.38912,walking
-0.31327,-12.858,0.095342,-1.2412,-3.1057,-0.3632,0.34514,-0.69333,-0.14019,walking
0.20431,-12.953,-0.39499,-0.63377,-3.1892,-0.76521,0.14172,-0.91935,0.08491,walking
1.4301,-14.887,-0.61292,0.57885,-5.1211,-0.8825,0.015272,-1.0809,0.10263,walking
1.7706,-13.539,-0.99429,0.81604,-3.7789,-1.0817,-0.63988,-0.27031,0.24404,walking
0.84446,-13.743,-1.2939,-0.070229,-3.9791,-1.2671,-1.3589,-0.025656,0.18937,walking
-0.23155,-14.492,-0.31327,-1.0214,-4.7174,-0.26472,-2.0681,0.14752,0.32406,walking
3.6094,-12.149,-0.43585,2.6223,-2.3925,-0.41556,-2.4114,0.049175,0.57238,walking
5.6116,-12.408,0.99429,4.2875,-2.6915,0.93463,-2.952,-0.5003,0.66737,walking
8.7034,-11.319,0.96704,6.4143,-1.7853,0.74559,-2.8124,-0.94684,0.66462,walking
7.1507,-12.34,1.4165,4.5581,-2.8873,1.1098,-2.6252,-1.8656,0.74526,walking
6.2245,-13.184,2.4108,3.4495,-3.7897,1.9552,-2.0385,-2.7883,0.91416,walking
4.413,-12.531,0.95342,1.4681,-3.1952,0.36463,-1.5653,-2.7016,0.92821,walking
2.0431,-13.334,1.0215,-0.75385,-3.9545,0.41642,-2.0748,0.6744,1.076,walking
0.85808,-12.939,-0.24517,-1.7323,-3.4957,-0.77322,-2.6289,2.0012,1.0568,walking
0.12258,-9.793,0.96704,-2.0659,-0.24914,0.42374,-2.6609,1.3451,0.8262,walking
0.49033,-9.1256,1.4301,-1.5742,0.44129,0.81209,-2.3805,1.2889,0.70647,walking
0.99429,-7.355,1.3348,-0.94419,2.2271,0.56198,-2.3271,1.4673,0.49052,walking
1.4982,-6.8238,1.3484,-0.44924,2.7504,0.50446,-2.1258,1.7129,0.23427,walking
1.4165,-6.1836,0.7355,-0.54496,3.3862,-0.12593,-1.8213,1.6139,0.20372,walking
1.3212,-5.5299,0.55843,-0.65791,4.0358,-0.30859,-1.4371,1.4749,0.23121,walking
1.3484,-4.8625,0.69464,-0.68209,4.6889,-0.21045,-0.97525,1.504,0.2697,walking
1.471,-4.1951,0.8036,-0.62164,5.3385,-0.14601,-0.47495,1.46,0.32895,walking
1.6344,-3.9499,0.8036,-0.54484,5.5595,-0.19275,0.025045,1.3418,0.36011,walking
1.5119,-4.1406,0.65378,-0.79697,5.3308,-0.41065,0.48319,1.1713,0.39706,walking
1.7298,-4.3313,-0.095342,-0.66805,5.1267,-1.0786,0.97066,1.0565,0.45723,walking
1.8387,-4.7671,-0.7355,-0.64652,4.6848,-1.5443,1.6551,1.0904,0.50855,walking
2.0975,-6.1564,-2.3836,-0.45793,3.3032,-2.7785,1.8341,1.0895,0.54734,walking
1.9477,-12.027,-7.9815,-0.42274,-2.588,-6.773,1.7694,0.8601,0.40164,walking
2.942,-18.837,-12.544,0.61592,-9.3522,-11.65,1.3799,0.69639,0.27428,walking
2.7922,-19.409,-13.321,0.47546,-9.9144,-12.511,-0.57879,0.38882,0.19334,walking
3.3915,-10.651,-7.9951,1.4219,-1.8468,-4.1513,-1.1506,0.44807,0.30329,walking
4.0861,-8.4582,-4.808,1.9412,0.27559,-0.89773,-0.73762,0.79748,0.41264,walking
7.069,-13.266,-2.6832,4.3497,-4.5021,0.77598,0.39523,1.2107,-0.219,walking
6.3335,-12.667,-3.8954,3.4232,-3.9253,-0.53607,0.35797,0.13561,-0.38698,walking
4.9987,-13.048,-3.8546,2.031,-4.2926,-0.58333,-0.16738,-0.59437,-0.42364,walking
-0.054481,-11.319,-2.6968,-2.6056,-2.3923,0.46303,-0.64996,-0.55375,0.044593,walking
0.39499,-6.4424,2.8739,-2.0761,2.6328,5.6496,-0.057116,-0.42761,0.53359,walking
0.91256,-3.0782,8.4582,-1.6184,6.1914,10.417,0.89889,-0.8937,0.56719,walking
3.0646,-5.6388,5.2983,0.25133,3.748,5.6776,2.0174,-1.4658,0.48778,walking
1.4438,-8.6353,1.6072,-1.2599,0.7897,1.7811,2.1744,-1.0876,-0.059559,walking
-1.2939,-13.866,1.8524,-3.4993,-4.3101,1.8145,1.6002,-1.2049,-0.47189,walking
-0.40861,-13.716,0.20431,-1.8637,-4.021,-0.054092,1.1866,-0.33872,-0.60689,walking
1.6072,-11.032,-0.43585,0.15633,-1.3356,-0.62644,1.5504,-0.7761,-0.15608,walking
3.2553,-7.8589,0.69464,1.6116,1.806,0.45335,2.3668,-1.3308,0.42394,walking
4.1951,-7.6274,1.3076,1.9825,1.9142,0.82581,2.4774,-0.53176,0.10293,walking
2.7241,-9.4934,1.4438,0.46343,0.031708,0.86707,2.0003,-0.32895,-0.13073,walking
1.0896,-10.379,1.0351,-1.0418,-0.82648,0.41663,1.7761,-0.75686,-0.19334,walking
0.8036,-8.9894,1.0624,-1.0765,0.60959,0.35914,1.4969,-1.1842,-0.20036,walking
1.3484,-8.5536,1.0215,-0.49931,1.0487,0.27821,1.2969,-1.0168,-0.21564,walking
1.866,-8.4719,0.89894,0.042266,0.79124,0.1093,1.3051,-0.94043,-0.22694,walking
1.58,-9.1256,1.185,-0.28935,0.46499,0.35071,1.3952,-1.0592,-0.24312,walking
1.471,-9.4934,1.0351,-0.36041,0.10262,0.17893,1.4594,-1.2443,-0.29902,walking
1.185,-9.7385,0.35413,-0.58065,-0.1258,-0.45086,1.4038,-1.1762,-0.32865,walking
1.0488,-9.7658,0.98067,-0.58737,-0.12724,0.21134,1.4355,-0.22785,-0.41722,walking
0.76274,-9.9973,1.2258,-0.78053,-0.34712,0.41214,1.6353,0.040012,-0.49327,walking
0.47671,-10.011,0.85808,-0.95552,-0.34388,0.041551,1.6567,-0.32529,-0.56444,walking
0.8717,-10.842,-1.3212,-0.39074,-1.1297,-1.8236,1.6194,-0.82711,-0.49297,walking
1.7706,-11.182,-1.866,0.47645,-1.465,-2.1292,1.0928,-0.9331,-0.34331,walking
2.2337,-11.359,-0.92618,0.87088,-1.6489,-1.0701,0.73518,-0.77824,-0.34667,walking
1.5663,-12.721,0.98067,0.22389,-3.0095,0.76224,0.26206,-0.44166,-0.47709,walking
-1.3484,-13.076,0.68102,-2.2289,-3.3135,0.36851,0.24832,-0.54153,-0.40073,walking
-1.2803,-12.967,0.36775,-1.9462,-3.1874,0.058874,0.061087,-0.63805,-0.1237,walking
0.14982,-15.159,0.57205,-0.44126,-5.3758,0.2551,-0.21502,-0.76053,0.058032,walking
1.4165,-13.784,-0.040861,0.79518,-4.001,-0.32562,-0.43738,-0.33139,0.31948,walking
1.58,-14.138,-1.3212,0.90416,-4.3557,-1.4675,-0.90652,0.050702,0.39126,walking
1.3212,-13.13,0.095342,2.1454,-3.3618,0.026523,-2.0675,0.43097,0.41417,walking
4.4402,-11.945,-0.88532,3.3128,-2.2034,-0.87797,-2.2712,0.57146,0.43707,walking
5.8159,-11.931,1.0079,4.3464,-2.2358,0.93558,-3.0497,-0.17898,0.4893,walking
6.7421,-12.013,1.757,4.8986,-2.3834,1.5551,-3.0165,-0.4102,0.50977,walking
6.8238,-11.046,1.6481,4.2387,-1.5946,1.252,-2.7626,-1.1582,0.49694,walking
5.38,-11.891,2.4244,2.643,-2.4893,1.8805,-2.3075,-2.2306,0.624,walking
5.1213,-12.572,2.4925,2.2827,-3.2092,1.8146,-1.8961,-2.6124,0.73518,walking
2.4108,-14.043,1.1032,-0.34477,-4.6553,0.42811,-2.2132,-1.1359,0.8488,walking
1.3757,-13.661,0.36775,-1.1971,-4.2192,-0.2649,-2.5351,1.5718,1.029,walking
0.40861,-12.231,0.65378,-1.9565,-2.7343,0.030072,-2.7144,1.1637,0.84483,walking
0.68102,-9.7249,1.866,-1.3947,-0.17159,1.0944,-2.4945,1.2462,0.84238,walking
0.64016,-8.3493,1.866,-1.342,1.2155,0.99595,-2.4945,1.5171,0.53603,walking
0.62654,-7.4912,1.5527,-1.2788,2.0821,0.6079,-2.3442,1.7868,0.32773,walking
0.58567,-5.8567,1.1986,-1.2227,3.7234,0.13969,-2.0314,1.8262,0.25107,walking
0.74912,-5.1213,1.1713,-1.0375,4.4563,0.053713,-1.6371,1.6099,0.28833,walking
0.98067,-3.4868,1.2258,-0.83387,6.0656,-0.050877,-1.1945,1.5879,0.29535,walking
1.2531,-2.942,1.2122,-0.63747,6.5828,-0.15666,-0.66371,1.4676,0.33445,walking
1.3757,-2.8058,1.0624,-0.61091,6.6879,-0.38429,0.13958,1.3323,0.34789,walking
1.362,-2.9284,0.84446,-0.71812,6.5377,-0.65082,0.39401,1.288,0.36805,walking
1.6344,-3.732,-0.1362,-0.65762,5.7019,-1.5212,0.89797,1.2452,0.4215,walking
1.7979,-4.8625,-1.2803,-0.59061,4.5865,-2.3675,1.3916,1.3329,0.56261,walking
2.0839,-7.069,-3.0237,-0.35765,2.4147,-3.5426,2.0543,1.5079,0.71929,walking
1.866,-16.508,-10.474,-0.15768,-7.0476,-8.8683,1.9505,1.266,0.59743,walking
3.4459,-19.218,-13.607,1.4845,-9.6924,-12.35,0.73029,-0.020769,0.29505,walking
4.1678,-11.795,-9.6432,2.1337,-2.9607,-5.9036,-1.4603,0.1347,0.39706,walking
4.2904,-7.5729,-5.5299,2.058,1.1454,-1.634,-0.95692,0.42394,0.52412,walking
6.6195,-7.6138,-2.547,3.9849,1.0388,1.2427,-0.17959,1.1106,0.22174,walking
7.3822,-12.83,-2.6968,4.443,-4.1698,0.84227,0.208,1.3686,-0.1463,walking
6.2381,-13.702,-3.5685,2.933,-5.0506,-0.34372,0.20464,0.24465,-0.51832,walking
2.6696,-14.519,-4.413,-0.44205,-5.7796,-1.2342,-0.67501,-0.53726,-0.40012,walking
-2.2201,-7.6002,3.3506,-4.6192,1.5192,6.0436,-0.93279,-0.54642,0.39798,walking
-1.1032,-4.4539,8.3357,-3.3569,4.9031,10.217,0.36072,-0.46884,0.821,walking
1.8387,-2.9829,8.9077,-0.55184,6.4798,9.864,1.3888,-1.4007,0.86163,walking
2.2201,-7.1234,1.1169,-0.46914,2.3073,1.1314,2.3518,-1.4438,-0.016188,walking
-0.9398,-13.157,1.2667,-3.1737,-3.6092,1.1473,2.0614,-1.106,-0.34117,walking
-1.9886,-15.704,2.2746,-3.6902,-6.0518,1.9496,1.5296,-0.83261,-0.62919,walking
-0.24517,-4.522,6.8238,-0.64807,5.1612,8.3217,0.95417,2.2953,-0.54275,walking
-3.514,-4.9987,2.3291,-3.229,4.7817,2.9873,1.8665,1.8897,-0.25717,walking
-2.1656,-6.8783,-0.83084,-1.6633,2.8906,-0.13264,1.8427,1.3506,0.35675,walking
3.2416,-13.076,1.6344,3.3308,-3.2786,2.0625,1.5131,1.08,0.82314,walking
2.9829,-13.171,2.0839,2.4099,-3.3819,1.9498,1.4942,0.90622,0.9499,walking
2.3018,-12.149,0.92618,1.5788,-2.3716,0.72019,1.4218,1.0883,0.54184,walking
-0.32689,-9.6432,-0.44947,-0.9506,0.14289,-0.56632,1.4893,0.79077,0.405,walking
-1.0488,-9.2891,-0.40861,-1.5149,0.50626,-0.47549,1.5543,0.46914,0.37538,walking
-0.38137,-9.1256,0.36775,-0.76819,0.67291,0.27109,1.6402,0.073304,0.25045,walking
1.5663,-8.6353,0.51757,1.0029,1.1536,0.34067,1.4322,0.36469,0.18387,walking
1.757,-7.9951,0.7355,1.0625,1.784,0.4988,1.3378,0.47098,0.10201,walking
1.4029,-8.2812,1.0215,0.62525,1.4893,0.70061,1.3604,0.66829,0.09499,walking
0.44947,-8.7443,0.7355,-0.31796,1.0234,0.31911,1.3628,0.63988,0.12309,walking
-0.19068,-8.8532,0.89894,-0.86535,0.91883,0.42758,1.274,0.43005,0.22571,walking
-0.068102,-9.3436,0.40861,-0.58729,0.43631,-0.096378,1.1487,0.40592,0.36316,walking
-0.068102,-9.4798,0.20431,-0.52741,0.30459,-0.27091,1.2162,0.67012,0.52931,walking
0.21793,-9.4798,0.51757,-0.37548,0.15837,-0.3166,1.4248,0.63927,0.57208,walking
1.1169,-9.3163,1.7025,0.643,0.46158,1.1207,1.6093,0.33384,0.54336,walking
1.7706,-9.616,1.8524,1.1617,0.14566,1.1381,1.5409,0.42028,0.49205,walking
2.3972,-10.76,0.76274,1.612,-1.0108,0.051921,1.2825,1.2874,0.10354,walking
0.89894,-12.544,-3.4732,0.058388,-2.7738,-3.4396,0.6295,1.5369,-0.054672,walking
0.6674,-12.272,-1.7162,-0.13637,-2.5002,-1.5236,-0.21502,0.71716,0.13928,walking
1.7843,-11.863,0.68102,0.90532,-2.0967,0.78795,-0.44074,-0.091935,0.35369,walking
4.3721,-11.986,1.9068,3.0056,-2.2782,1.6529,-0.18387,-0.2251,0.24312,walking
4.3994,-13.28,1.185,3.0056,-2.2782,1.6529,-0.10385,-0.13317,0.084605,walking
3.9635,-12.708,-0.54481,2.2193,-3.0605,-0.78649,-0.28191,-0.068111,-0.44746,walking
3.5822,-12.898,-1.2258,1.7344,-3.2681,-1.335,-1.0592,-0.33537,-0.5116,walking
1.0624,-12.912,-1.4165,-0.66388,-3.2597,-1.272,-1.566,-0.61667,-0.46181,walking
-1.0896,-11.768,-1.5119,-2.557,-2.0751,-1.2554,-1.8628,-0.66859,-0.37935,walking
-2.0975,-11.509,-1.8387,-3.2491,-1.778,-1.4528,-3.0794,-0.33598,-0.37232,walking
-4.9306,-12.967,0.53119,-5.1722,-3.1684,0.86008,-3.1374,0.12706,-0.42699,walking
-4.9714,-13.253,2.4517,-4.7784,-3.4483,2.5431,-3.1237,0.6466,-0.45204,walking
-4.6582,-13.661,2.7377,-4.1108,-3.8708,2.5975,-2.9658,1.1664,-0.39859,walking
-0.23155,-12.735,2.1112,0.44984,-2.9625,1.659,-2.522,1.1496,-0.3094,walking
1.6481,-12.013,0.96704,2.1322,-2.2305,0.48168,-1.7477,0.16768,-0.5849,walking
2.5061,-11.387,-0.64016,2.5451,-1.5848,-0.9472,-1.923,-0.41508,-0.77488,walking
2.6696,-11.087,0.12258,2.4877,-1.2863,-0.16615,-2.1869,-0.93096,-0.76083,walking
1.7979,-9.3163,0.40861,1.9456,-0.37874,0.11103,-1.8552,-1.4016,-0.63347,walking
0.95342,-7.8589,0.50395,0.42485,1.9279,0.17368,-1.5742,-2.0385,-0.62247,walking
0.61292,-7.246,0.61292,0.064455,2.5385,0.24944,-1.4859,-2.1771,-0.62766,walking
0.35413,-6.1564,1.0351,-0.19501,3.625,0.59569,-1.4004,-2.106,-0.58613,walking
-0.054481,-4.5083,0.99429,-0.56057,5.2665,0.38935,-0.89125,-1.7819,-0.5397,walking
-0.24517,-4.2223,0.89894,-0.69963,5.5505,0.2233,-0.53878,-1.7795,-0.45235,walking
-0.44947,-4.2223,0.39499,-0.75416,5.5526,-0.33192,-0.11423,-1.7242,-0.43066,walking
-0.44947,-4.3858,0.095342,-0.67863,5.3934,-0.60209,0.32926,-1.4722,-0.43768,walking
-0.61292,-4.8625,-0.28603,-0.74487,4.9241,-0.89921,0.80726,-1.0687,-0.43768,walking
-0.50395,-5.4481,-1.0624,-0.46397,4.3539,-1.3606,1.2507,-0.70433,-0.43158,walking
-0.29965,-5.7069,-2.0294,-0.21978,4.0994,-2.01,1.7908,-0.18234,-0.40195,walking
-0.095342,-6.9872,-3.9771,-0.010103,2.8014,-3.3887,1.8586,-0.10018,-0.38118,walking
0.12258,-12,-7.0281,0.1672,-2.3954,-5.0457,1.638,-0.057116,-0.32223,walking
0.58567,-14.083,-8.0632,0.55367,-4.6158,-5.5072,0.83627,0.046731,-0.12645,walking
1.4438,-16.385,-9.8611,1.2677,-7.0763,-6.7817,-0.045204,-0.88789,-0.28191,walking
2.3155,-13.021,-8.0905,1.7876,-3.9698,-4.3534,-0.60842,-1.4584,-0.52382,walking
1.58,-10.801,-5.38,0.96903,-1.7834,-1.5745,-0.59834,-1.157,-0.68722,walking
1.58,-10.801,-5.38,0.96903,-1.7834,-1.5745,-0.42638,-0.85735,-0.64966,walking
-1.5663,-10.637,-4.3858,-1.9743,-1.607,-0.58396,0.14478,-0.67531,-0.28741,walking
-1.8387,-14.478,-4.5083,-2.0349,-5.3938,-0.82021,0.38301,-0.55772,0.072082,walking
-0.44947,-15.541,-2.0294,-0.14864,-6.1681,0.83962,0.15302,0.63744,0.51313,walking
-0.44947,-15.541,-2.0294,-0.14864,-6.1681,0.83962,0.15302,0.63744,0.51313,walking
3.5685,-8.2812,0.21793,3.4509,1.135,2.9553,-1.1289,-0.20495,-0.14019,walking
4.699,-4.5083,5.7205,4.179,5.0412,7.8898,-0.32742,1.1408,-0.58551,walking
-0.21793,-2.438,7.6274,-0.81339,7.3353,8.1724,1.1005,2.3341,-0.57757,walking
-3.6775,-4.1133,4.3721,-3.5324,5.6708,3.7241,1.7523,1.8433,-0.083689,walking
-2.7786,-6.3743,-0.10896,-1.889,3.3542,-0.96656,1.9221,1.1664,0.51771,walking
2.8467,-13.007,1.2531,3.1475,-3.23,0.55903,1.4022,0.95509,1.1145,walking
3.4323,-12.98,2.6832,2.9829,-3.2372,1.6618,1.4523,0.92485,1.2367,walking
2.9965,-11.945,-0.39499,2.6047,-2.2367,-1.7238,1.2663,0.91691,0.71868,walking
0.76274,-10.828,-1.3484,0.38844,-1.1335,-2.7782,1.4349,0.98655,0.2978,walking
-0.65378,-9.2891,-0.01362,-0.94362,0.37848,-1.6337,1.5293,0.18479,0.15424,walking
-0.095342,-8.3765,1.0351,-0.34723,1.2487,-0.82555,1.3625,0.10965,0.091324,walking
0.35413,-8.1586,1.2122,0.10793,1.4437,-0.76403,1.2892,0.33231,0.13408,walking
0.91256,-8.2948,1.2395,0.6879,1.2351,-1.0631,1.2196,0.38637,0.13897,walking
0.8036,-8.8124,0.69464,0.58976,0.67516,-1.7775,1.2339,0.57024,0.15424,walking
0.1362,-9.1256,0.44947,-0.030066,0.32279,-2.1716,1.2187,0.58582,0.17226,walking
-0.12258,-8.9894,1.0351,-0.22184,0.4173,-1.735,1.1011,0.39584,0.23763,walking
0.14982,-9.0575,1.2803,0.11161,0.30654,-1.6323,1.1121,0.33903,0.32376,walking
0.14982,-9.3299,0.74912,0.23468,-0.045711,-2.4078,1.2898,0.6634,0.3824,walking
0.10896,-9.4661,0.43585,0.24908,-0.20764,-2.7938,1.4719,0.78405,0.47617,walking
0.61292,-9.5615,0.99429,0.85594,-0.36781,-2.4098,1.6732,0.53817,0.5229,walking
2.1929,-9.8339,1.1577,2.529,-0.77699,-2.5879,1.6368,0.54764,0.51007,walking
2.8739,-11.536,-1.185,3.184,-2.5034,-4.9901,1.3897,0.87445,0.3091,walking
2.1248,-12.013,-2.6015,2.4266,-2.9634,-6.3674,1.0449,1.522,-0.089186,walking
0.36775,-12.095,-2.3427,0.75362,-2.9946,-5.9768,0.24771,1.3454,-0.12278,walking
1.9886,-11.782,0.40861,2.362,-2.5973,-3.0089,-0.40989,-0.09163,0.39859,walking
4.0316,-11.577,2.0839,4.3641,-2.3509,-1.2228,-0.27917,-0.37354,0.34789,walking
5.1349,-13.239,1.8251,5.2516,-3.9576,-1.3392,-0.15272,-0.18723,-0.059865,walking
3.7047,-12.885,-0.98067,3.602,-3.5357,-3.9394,-0.3262,0.09163,-0.46242,walking
1.7162,-13.511,-2.438,1.3861,-4.0465,-4.983,-0.98777,0.06017,-0.58399,walking
0.84446,-13.375,-2.0703,0.44898,-3.8552,-4.3905,-1.6225,-0.44288,-0.52687,walking
-0.51757,-11.509,-2.1929,-1.0033,-1.8888,-4.032,-2.1841,-0.81001,-0.40042,walking
-3.0237,-11.918,-2.0294,-3.5474,-2.172,-2.9859,-3.0913,-0.34575,-0.37965,walking
-4.4266,-12.599,2.3836,-4.8407,-2.8069,2.0413,-3.2712,0.055894,-0.31398,walking
-4.4402,-13.729,2.9148,-4.7337,-3.9283,3.0697,-3.1481,0.88789,-0.38423,walking
-2.9011,-14.111,2.2337,-3.2149,-4.333,2.919,-2.8961,1.1701,-0.38393,walking
0.92618,-12.953,2.3972,0.52648,-3.2147,3.482,-2.1826,0.99082,-0.5623,walking
2.3836,-12.122,-0.23155,1.7976,-2.4318,1.1556,-1.47,0.34392,-0.91874,walking
3.3097,-11.591,-0.31327,2.5077,-2.1228,0.83083,-1.7498,-0.36744,-1.0965,walking
3.3234,-11.182,0.10896,2.2671,-1.6314,2.0672,-1.8033,-0.94134,-1.1606,walking
2.1112,-9.1393,0.027241,0.86585,0.32295,2.2825,-1.4719,-1.5492,-0.94195,walking
0.61292,-7.0145,0.72188,-0.72374,2.3187,3.4194,-1.4838,-2.2214,-0.77733,walking
0.35413,-5.5843,1.2803,-0.97447,3.6584,4.2766,-1.4682,-2.4227,-0.69089,walking
0.25879,-4.8761,1.3893,-1.0521,4.3221,4.527,-1.2492,-2.3418,-0.56902,walking
-0.19068,-4.1542,1.2531,-1.4182,4.9274,4.7442,-0.89614,-2.1301,-0.4554,walking
-0.47671,-4.2495,0.62654,-1.6135,4.7852,4.2668,-0.42822,-2.0498,-0.26878,walking
-0.50395,-4.6718,0.44947,-1.536,4.3343,4.1905,-0.07758,-1.8692,-0.2251,walking
-0.65378,-4.9033,0.35413,-1.5825,4.1072,4.1115,0.31979,-1.555,-0.24374,walking
-0.92618,-5.5707,-0.14982,-1.7567,3.4966,3.4923,0.7645,-1.1713,-0.26756,walking
-0.62654,-5.7342,-0.70826,-1.4402,3.3677,2.8506,1.2562,-0.81337,-0.34056,walking
-0.24517,-6.0202,-3.2825,-1.0924,3.2106,-0.081691,1.7113,-0.33139,-0.4554,walking
-0.24517,-6.8647,-5.0668,-1.1208,2.4079,-1.997,1.8949,0.054367,-0.47831,walking
0.92618,-13.402,-8.7579,-0.060329,-4.0564,-5.9563,1.6991,0.18509,-0.4835,walking
1.7434,-17.448,-10.787,0.72345,-8.1041,-7.9896,0.748,0.008247,-0.019242,walking
2.5334,-17.529,-10.828,1.5108,-8.1983,-7.9899,-0.22297,-0.76053,-0.12187,walking
2.0839,-13.089,-7.5184,1.0452,-3.8281,-4.4648,-0.62278,-0.99296,-0.47403,walking
0.23155,-11.196,-3.8954,-0.82719,-1.9904,-0.68471,-0.43921,-0.68631,-0.54978,walking
-1.8387,-15.023,-4.0316,-2.8527,-5.8317,-0.76712,0.064141,-0.61453,-0.16524,walking
